freeSpaces,month,freeBikesRate,temperature,hour,datetime,freeBikes,windSpeed,occupyBikesRate,humidity,occupyBikes,pressure,weatherText,visibility,dateMilliseconds,weatherCode,_id,day,minute,weekday
1989,7,72.8846153846,30,16,2014-07-21 16:10:01.641000,1137,12.87,27.1153846154,25.0,423,1015.92,Fair,9.99,1405959001000,34,53cd3b635237bc1c268c2bad,21,10,0
2000,7,72.1794871795,30,16,2014-07-21 16:20:01.900000,1126,12.87,27.8205128205,25.0,434,1015.92,Fair,9.99,1405959601000,34,53cd3dbb5237bc1c4c1e94cb,21,20,0
1987,7,73.0128205128,30,16,2014-07-21 16:30:01.875000,1139,12.87,26.9871794872,25.0,421,1015.92,Fair,9.99,1405960201000,34,53cd40135237bc1c6505b344,21,30,0
2007,7,71.7307692308,30,16,2014-07-21 16:40:01.819000,1119,8.05,28.2692307692,25.0,441,1015.92,Fair,9.99,1405960801000,34,53cd426c5237bc1c7e5f13de,21,40,0
2029,7,70.3205128205,30,16,2014-07-21 16:50:02.451000,1097,8.05,29.6794871795,25.0,463,1015.92,Fair,9.99,1405961402000,34,53cd44c45237bc1ca7990efa,21,50,0
2032,7,70.1282051282,30,17,2014-07-21 17:00:02.139000,1094,8.05,29.8717948718,23.0,466,1015.92,Fair,9.99,1405962002000,34,53cd471b5237bc1cc3b08e83,21,0,0
2025,7,70.5769230769,30,17,2014-07-21 17:10:02.511000,1101,8.05,29.4230769231,23.0,459,1015.92,Fair,9.99,1405962602000,34,53cd49735237bc1ce4e9a50b,21,10,0
2023,7,70.7051282051,30,17,2014-07-21 17:20:02.366000,1103,8.05,29.2948717949,23.0,457,1015.92,Fair,9.99,1405963202000,34,53cd4bcc5237bc1d09c4d078,21,20,0
2027,7,70.4487179487,31,17,2014-07-21 17:30:02.251000,1099,1.61,29.5512820513,24.0,461,1015.92,Fair,9.99,1405963802000,34,53cd4e245237bc1d21bbec39,21,30,0
2026,7,70.5128205128,31,17,2014-07-21 17:40:02.051000,1100,1.61,29.4871794872,24.0,460,1015.92,Fair,9.99,1405964402000,34,53cd50845237bc1d3caea693,21,40,0
2023,7,70.7051282051,31,17,2014-07-21 17:50:01.621000,1103,1.61,29.2948717949,24.0,457,1015.92,Fair,9.99,1405965001000,34,53cd52d35237bc1d6050f105,21,50,0
2039,7,69.6794871795,31,18,2014-07-21 18:00:01.817000,1087,4.83,30.3205128205,22.0,473,1015.92,Fair,9.99,1405965601000,34,53cd552b5237bc1d84935ab3,21,0,0
2030,7,70.2564102564,31,18,2014-07-21 18:10:02.066000,1096,4.83,29.7435897436,22.0,464,1015.92,Fair,9.99,1405966202000,34,53cd57835237bc1daf57c6b4,21,10,0
2044,7,69.358974359,31,18,2014-07-21 18:20:01.939000,1082,4.83,30.641025641,22.0,478,1015.92,Fair,9.99,1405966801000,34,53cd59db5237bc1dcb11e7de,21,20,0
2056,7,68.5897435897,31,18,2014-07-21 18:30:02.011000,1070,4.83,31.4102564103,22.0,490,1015.92,Fair,9.99,1405967402000,34,53cd5c335237bc1de412238a,21,30,0
2057,7,68.5256410256,30,18,2014-07-21 18:40:02.398000,1069,3.22,31.4743589744,25.0,491,1015.92,Fair,9.99,1405968002000,34,53cd5e8b5237bc1f0f32debb,21,40,0
2069,7,67.7564102564,30,18,2014-07-21 18:50:01.620000,1057,8.05,32.2435897436,23.0,503,1015.92,Fair,9.99,1405968601000,34,53cd60e35237bc1f287e073e,21,50,0
2059,7,68.3974358974,30,19,2014-07-21 19:00:02.374000,1067,8.05,31.6025641026,23.0,493,1015.92,Fair,9.99,1405969202000,34,53cd633b5237bc1f4e6df04f,21,0,0
2062,7,68.2051282051,30,19,2014-07-21 19:10:02.237000,1064,8.05,31.7948717949,23.0,496,1015.92,Fair,9.99,1405969802000,34,53cd65945237bc1f6c1b82ee,21,10,0
2053,7,68.7820512821,30,19,2014-07-21 19:20:01.967000,1073,8.05,31.2179487179,23.0,487,1015.92,Fair,9.99,1405970401000,34,53cd67eb5237bc1f8a335de9,21,20,0
2033,7,70.0641025641,30,19,2014-07-21 19:30:02.550000,1093,8.05,29.9358974359,25.0,467,1015.92,Fair,9.99,1405971002000,34,53cd6a435237bc1fad858f17,21,30,0
2032,7,70.1282051282,30,19,2014-07-21 19:40:02.488000,1094,8.05,29.8717948718,25.0,466,1015.92,Fair,9.99,1405971602000,34,53cd6c9c5237bc1fc60b07f4,21,40,0
2019,7,70.9615384615,30,19,2014-07-21 19:50:02.275000,1107,8.05,29.0384615385,25.0,453,1015.92,Fair,9.99,1405972202000,34,53cd6ef35237bc1febe26137,21,50,0
2029,7,70.3205128205,29,20,2014-07-21 20:00:01.995000,1097,9.66,29.6794871795,25.0,463,1015.92,Fair,9.99,1405972801000,34,53cd714b5237bc200f4ba1f8,21,0,0
2001,7,72.1153846154,29,20,2014-07-21 20:10:02.084000,1125,9.66,27.8846153846,25.0,435,1015.92,Fair,9.99,1405973402000,34,53cd73a35237bc202e518456,21,10,0
2003,7,71.9871794872,29,20,2014-07-21 20:20:01.665000,1123,9.66,28.0128205128,25.0,437,1015.92,Fair,9.99,1405974001000,34,53cd75fb5237bc2054887c03,21,20,0
1982,7,73.3333333333,29,20,2014-07-21 20:30:01.835000,1144,9.66,26.6666666667,25.0,416,1015.92,Fair,9.99,1405974601000,34,53cd78545237bc206f733b38,21,30,0
1982,7,73.3333333333,28,20,2014-07-21 20:40:02.397000,1144,8.05,26.6666666667,26.0,416,1015.92,Fair,9.99,1405975202000,33,53cd7aac5237bc20942bb2cc,21,40,0
1981,7,73.3974358974,28,20,2014-07-21 20:50:02.001000,1145,8.05,26.6025641026,26.0,415,1015.92,Fair,9.99,1405975802000,33,53cd7d035237bc20adfa1362,21,50,0
1992,7,72.6923076923,29,21,2014-07-21 21:00:02.375000,1134,9.66,27.3076923077,25.0,426,1015.92,Fair,9.99,1405976402000,33,53cd7f5c5237bc20cb9e8628,21,0,0
1985,7,73.141025641,29,21,2014-07-21 21:10:02.407000,1141,9.66,26.858974359,25.0,419,1015.92,Fair,9.99,1405977002000,33,53cd81b45237bc20f29f0ea7,21,10,0
1974,7,73.8461538462,29,21,2014-07-21 21:20:02.487000,1152,9.66,26.1538461538,25.0,408,1015.92,Fair,9.99,1405977602000,33,53cd840b5237bc211106262a,21,20,0
1981,7,73.3974358974,28,21,2014-07-21 21:30:02.171000,1145,9.66,26.6025641026,26.0,415,1015.92,Fair,9.99,1405978202000,33,53cd86635237bc2137b6d15f,21,30,0
1988,7,72.9487179487,28,21,2014-07-21 21:40:02.590000,1138,9.66,27.0512820513,26.0,422,1015.92,Fair,9.99,1405978802000,33,53cd88bb5237bc214f53e147,21,40,0
1975,7,73.7820512821,28,21,2014-07-21 21:50:02.228000,1151,9.66,26.2179487179,26.0,409,1015.92,Fair,9.99,1405979402000,33,53cd8b135237bc21689f72a7,21,50,0
1985,7,73.141025641,28,22,2014-07-21 22:00:02.334000,1141,8.05,26.858974359,26.0,419,1015.92,Fair,9.99,1405980002000,33,53cd8d6d5237bc2191d595a0,21,0,0
1982,7,73.3333333333,28,22,2014-07-21 22:10:02.143000,1144,8.05,26.6666666667,26.0,416,1015.92,Fair,9.99,1405980602000,33,53cd8fc45237bc21aed550c2,21,10,0
1978,7,73.5897435897,28,22,2014-07-21 22:20:02.447000,1148,8.05,26.4102564103,26.0,412,1015.92,Fair,9.99,1405981202000,33,53cd921b5237bc21c9f6e33b,21,20,0
1974,7,73.8461538462,28,22,2014-07-21 22:30:02.023000,1152,8.05,26.1538461538,26.0,408,1015.92,Fair,9.99,1405981802000,33,53cd94735237bc21ed87a81c,21,30,0
1975,7,73.7820512821,25,22,2014-07-21 22:40:01.891000,1151,12.87,26.2179487179,32.0,409,1015.92,Fair,9.99,1405982401000,33,53cd96cb5237bc22060a34a9,21,40,0
1980,7,73.4615384615,25,22,2014-07-21 22:50:01.692000,1146,12.87,26.5384615385,32.0,414,1015.92,Fair,9.99,1405983001000,33,53cd99235237bc22237c0ab9,21,50,0
1980,7,73.4615384615,25,23,2014-07-21 23:00:01.703000,1146,12.87,26.5384615385,32.0,414,1015.92,Fair,9.99,1405983601000,33,53cd9b7b5237bc2249faa8b2,21,0,0
1976,7,73.7179487179,25,23,2014-07-21 23:10:01.700000,1150,12.87,26.2820512821,32.0,410,1015.92,Fair,9.99,1405984201000,33,53cd9dd35237bc22681b3c41,21,10,0
1974,7,73.8461538462,25,23,2014-07-21 23:20:02.615000,1152,12.87,26.1538461538,32.0,408,1015.92,Fair,9.99,1405984802000,33,53cda02c5237bc228df38298,21,20,0
1970,7,74.1025641026,25,23,2014-07-21 23:30:01.837000,1156,12.87,25.8974358974,32.0,404,1015.92,Fair,9.99,1405985401000,33,53cda2835237bc22a8a464df,21,30,0
1968,7,74.2307692308,24,23,2014-07-21 23:40:02.046000,1158,12.87,25.7692307692,34.0,402,1015.92,Fair,9.99,1405986002000,33,53cda4dc5237bc22c195088b,21,40,0
1970,7,74.1025641026,24,23,2014-07-21 23:50:01.704000,1156,12.87,25.8974358974,34.0,404,1015.92,Fair,9.99,1405986601000,33,53cda7335237bc22e47cd756,21,50,0
1973,7,73.9102564103,24,0,2014-07-22 00:00:02.647000,1153,12.87,26.0897435897,36.0,407,1015.92,Fair,9.99,1405987202000,33,53cda98c5237bc2300cffa82,22,0,1
1967,7,74.2948717949,24,0,2014-07-22 00:10:01.915000,1159,12.87,25.7051282051,36.0,401,1015.92,Fair,9.99,1405987801000,33,53cdabe45237bc231d417a47,22,10,1
1959,7,74.8076923077,24,0,2014-07-22 00:20:02.237000,1167,12.87,25.1923076923,36.0,393,1015.92,Fair,9.99,1405988402000,33,53cdae3d5237bc23459463da,22,20,1
1952,7,75.2564102564,24,0,2014-07-22 00:30:01.859000,1174,12.87,24.7435897436,36.0,386,1015.92,Fair,9.99,1405989001000,33,53cdb0935237bc235e57aa6a,22,30,1
1957,7,74.9358974359,23,0,2014-07-22 00:40:02.479000,1169,9.66,25.0641025641,44.0,391,1015.92,Fair,9.99,1405989602000,33,53cdb2ed5237bc2381bb30a1,22,40,1
1953,7,75.1923076923,23,0,2014-07-22 00:50:01.680000,1173,9.66,24.8076923077,44.0,387,1015.92,Fair,9.99,1405990201000,33,53cdb5435237bc239a1da1dc,22,50,1
1962,7,74.6153846154,23,1,2014-07-22 01:00:01.758000,1164,9.66,25.3846153846,44.0,396,1015.92,Fair,9.99,1405990801000,33,53cdb79b5237bc23b7aa9beb,22,0,1
1957,7,74.9358974359,22,1,2014-07-22 01:10:01.867000,1169,12.87,25.0641025641,46.0,391,1015.92,Fair,9.99,1405991401000,33,53cdb9f35237bc23df8d3681,22,10,1
1955,7,75.0641025641,22,1,2014-07-22 01:20:01.868000,1171,12.87,24.9358974359,46.0,389,1015.92,Fair,9.99,1405992001000,33,53cdbc4b5237bc23faf63bab,22,20,1
1955,7,75.0641025641,22,1,2014-07-22 01:30:02.270000,1171,12.87,24.9358974359,46.0,389,1015.92,Fair,9.99,1405992602000,33,53cdbea45237bc241320a1d7,22,30,1
1961,7,74.6794871795,22,1,2014-07-22 01:40:02.415000,1165,12.87,25.3205128205,46.0,395,1015.92,Fair,9.99,1405993202000,33,53cdc0fd5237bc2436b7d655,22,40,1
1959,7,74.8076923077,22,1,2014-07-22 01:50:02.179000,1167,12.87,25.1923076923,46.0,393,1015.92,Fair,9.99,1405993802000,33,53cdc3535237bc2450e8a67e,22,50,1
1960,7,74.7435897436,21,2,2014-07-22 02:00:01.732000,1166,11.27,25.2564102564,53.0,394,1015.92,Fair,9.99,1405994401000,33,53cdc5ab5237bc2476620ea6,22,0,1
1952,7,75.2564102564,21,2,2014-07-22 02:10:01.620000,1174,11.27,24.7435897436,53.0,386,1015.92,Fair,9.99,1405995001000,33,53cdc8025237bc2493f37f03,22,10,1
1954,7,75.1282051282,21,2,2014-07-22 02:20:02.313000,1172,11.27,24.8717948718,53.0,388,1015.92,Fair,9.99,1405995602000,33,53cdca5c5237bc24ae64c1b4,22,20,1
1954,7,75.1282051282,20,2,2014-07-22 02:30:02.517000,1172,12.87,24.8717948718,52.0,388,1015.92,Fair,9.99,1405996202000,33,53cdccb35237bc24d2b3542e,22,30,1
1956,7,75.0,20,2,2014-07-22 02:40:01.655000,1170,12.87,25.0,52.0,390,1015.92,Fair,9.99,1405996801000,33,53cdcf0b5237bc24ed769509,22,40,1
1954,7,75.1282051282,20,2,2014-07-22 02:50:02.347000,1172,12.87,24.8717948718,52.0,388,1015.92,Fair,9.99,1405997402000,33,53cdd1645237bc2508a521d8,22,50,1
1954,7,75.1282051282,20,3,2014-07-22 03:00:01.841000,1172,12.87,24.8717948718,52.0,388,1015.92,Fair,9.99,1405998001000,33,53cdd3bb5237bc252e4124c5,22,0,1
1948,7,75.5128205128,20,3,2014-07-22 03:10:01.694000,1178,12.87,24.4871794872,52.0,382,1015.92,Fair,9.99,1405998601000,33,53cdd6135237bc254beff963,22,10,1
1944,7,75.7692307692,20,3,2014-07-22 03:20:01.975000,1182,12.87,24.2307692308,52.0,378,1015.92,Fair,9.99,1405999201000,33,53cdd86b5237bc25698ae2e3,22,20,1
1942,7,75.8974358974,20,3,2014-07-22 03:30:01.735000,1184,12.87,24.1025641026,52.0,376,1015.92,Fair,9.99,1405999801000,33,53cddac35237bc258e01aa47,22,30,1
1944,7,75.7692307692,19,3,2014-07-22 03:40:01.674000,1182,12.87,24.2307692308,56.0,378,1015.92,Fair,9.99,1406000401000,33,53cddd1b5237bc25ad83002c,22,40,1
1943,7,75.8333333333,19,3,2014-07-22 03:50:01.938000,1183,12.87,24.1666666667,56.0,377,1015.92,Fair,9.99,1406001001000,33,53cddf735237bc25d0634054,22,50,1
1948,7,75.5128205128,19,4,2014-07-22 04:00:01.874000,1178,12.87,24.4871794872,56.0,382,1015.92,Fair,9.99,1406001601000,33,53cde1cb5237bc25ee63fef7,22,0,1
1946,7,75.641025641,19,4,2014-07-22 04:10:02.419000,1180,11.27,24.358974359,56.0,380,1015.92,Fair,9.99,1406002202000,33,53cde4245237bc260ab8d3f3,22,10,1
1942,7,75.8974358974,19,4,2014-07-22 04:20:02.576000,1184,11.27,24.1025641026,56.0,376,1015.92,Fair,9.99,1406002802000,33,53cde67b5237bc2630deb314,22,20,1
1942,7,75.8974358974,19,4,2014-07-22 04:30:01.729000,1184,8.05,24.1025641026,56.0,376,1015.92,Fair,9.99,1406003401000,33,53cde8d45237bc27ab760ebf,22,30,1
1946,7,75.641025641,19,4,2014-07-22 04:40:02.115000,1180,8.05,24.358974359,56.0,380,1015.92,Fair,9.99,1406004002000,33,53cdeb2e5237bc29dfa97861,22,40,1
1946,7,75.641025641,19,4,2014-07-22 04:50:02.017000,1180,8.05,24.358974359,56.0,380,1015.92,Fair,9.99,1406004602000,33,53cded835237bc2c0a08ebee,22,50,1
1951,7,75.3205128205,18,5,2014-07-22 05:00:02.270000,1175,9.66,24.6794871795,59.0,385,1015.92,Fair,9.99,1406005202000,33,53cdefdc5237bc2e31d35bc7,22,0,1
1962,7,74.6153846154,18,5,2014-07-22 05:10:02.382000,1164,9.66,25.3846153846,59.0,396,1015.92,Fair,9.99,1406005802000,33,53cdf2335237bc2f5552003d,22,10,1
1981,7,73.3974358974,18,5,2014-07-22 05:20:02.079000,1145,9.66,26.6025641026,59.0,415,1015.92,Fair,9.99,1406006402000,33,53cdf48b5237bc2f73a33b3b,22,20,1
1988,7,72.9487179487,18,5,2014-07-22 05:30:02.515000,1138,8.05,27.0512820513,59.0,422,1015.92,Fair,9.99,1406007002000,33,53cdf6e45237bc2f963fa395,22,30,1
1995,7,72.5,18,5,2014-07-22 05:40:02.333000,1131,8.05,27.5,59.0,429,1015.92,Fair,9.99,1406007602000,33,53cdf93b5237bc2faf2606af,22,40,1
1998,7,72.3076923077,18,5,2014-07-22 05:50:01.954000,1128,8.05,27.6923076923,59.0,432,1015.92,Fair,9.99,1406008201000,33,53cdfb935237bc2fc76a9e87,22,50,1
1998,7,72.3076923077,17,6,2014-07-22 06:00:02.604000,1128,0.0,27.6923076923,59.0,432,1015.92,Fair,9.99,1406008802000,34,53cdfded5237bc2fee5a6ae4,22,0,1
2008,7,71.6666666667,17,6,2014-07-22 06:10:02.504000,1118,0.0,28.3333333333,59.0,442,1015.92,Fair,9.99,1406009402000,34,53ce00435237bc300b799e10,22,10,1
2016,7,71.1538461538,17,6,2014-07-22 06:20:01.882000,1110,0.0,28.8461538462,59.0,450,1015.92,Fair,9.99,1406010001000,34,53ce029c5237bc302732966b,22,20,1
2006,7,71.7948717949,19,6,2014-07-22 06:30:02.535000,1120,3.22,28.2051282051,52.0,440,1015.92,Fair,9.99,1406010602000,34,53ce04f75237bc30726df5d0,22,30,1
2009,7,71.6025641026,19,6,2014-07-22 06:40:08.277000,1117,3.22,28.3974358974,52.0,443,1015.92,Fair,9.99,1406011208000,34,53ce075b5237bc31273d4a21,22,40,1
2019,7,70.9615384615,19,6,2014-07-22 06:50:02.589000,1107,3.22,29.0384615385,52.0,453,1015.92,Fair,9.99,1406011802000,34,53ce09a45237bc3141eec462,22,50,1
2041,7,69.5512820513,19,7,2014-07-22 07:00:01.944000,1085,3.22,30.4487179487,52.0,475,1015.92,Fair,9.99,1406012401000,34,53ce0bfb5237bc3169414889,22,0,1
2015,7,71.2179487179,20,7,2014-07-22 07:10:02.295000,1111,8.05,28.7820512821,49.0,449,1015.92,Fair,9.99,1406013002000,34,53ce0e535237bc318d03491d,22,10,1
1996,7,72.4358974359,20,7,2014-07-22 07:20:02.443000,1130,8.05,27.5641025641,49.0,430,1015.92,Fair,9.99,1406013602000,34,53ce10ab5237bc31b2b7da38,22,20,1
2004,7,71.9230769231,20,7,2014-07-22 07:30:02.565000,1122,9.66,28.0769230769,46.0,438,1015.92,Fair,9.99,1406014202000,34,53ce13045237bc31d4bfb16d,22,30,1
1977,7,73.6538461538,20,7,2014-07-22 07:40:01.864000,1149,9.66,26.3461538462,46.0,411,1015.92,Fair,9.99,1406014801000,34,53ce155b5237bc31f0bbdb13,22,40,1
1995,7,72.5,20,7,2014-07-22 07:50:02.044000,1131,9.66,27.5,46.0,429,1015.92,Fair,9.99,1406015402000,34,53ce17b35237bc3215d1bc61,22,50,1
1971,7,74.0384615385,20,8,2014-07-22 08:00:02.610000,1155,9.66,25.9615384615,46.0,405,1015.92,Fair,9.99,1406016002000,34,53ce1a0d5237bc3231dcda3e,22,0,1
1963,7,74.5512820513,22,8,2014-07-22 08:10:02.577000,1163,9.66,25.4487179487,41.0,397,1015.92,Fair,9.99,1406016602000,34,53ce1c635237bc3250cd2a00,22,10,1
1962,7,74.6153846154,22,8,2014-07-22 08:20:01.704000,1164,9.66,25.3846153846,41.0,396,1015.92,Fair,9.99,1406017201000,34,53ce1ebe5237bc3276d162a3,22,20,1
1972,7,73.9743589744,22,8,2014-07-22 08:30:02.581000,1154,9.66,26.0256410256,41.0,406,1015.92,Fair,9.99,1406017802000,34,53ce21145237bc32900631d7,22,30,1
1977,7,73.6538461538,23,8,2014-07-22 08:40:02.447000,1149,4.83,26.3461538462,38.0,411,1015.92,Fair,9.99,1406018402000,34,53ce236b5237bc32aaa599e1,22,40,1
1984,7,73.2051282051,23,8,2014-07-22 08:50:02.555000,1142,4.83,26.7948717949,38.0,418,1015.92,Fair,9.99,1406019002000,34,53ce25c35237bc32d044d31c,22,50,1
1989,7,72.8846153846,23,9,2014-07-22 09:00:01.791000,1137,4.83,27.1153846154,38.0,423,1015.92,Fair,9.99,1406019601000,34,53ce281b5237bc32f8f7b0cb,22,0,1
1997,7,72.3717948718,24,9,2014-07-22 09:10:02.600000,1129,8.05,27.6282051282,36.0,431,1015.92,Fair,9.99,1406020202000,34,53ce2a735237bc332181ebd5,22,10,1
2000,7,72.1794871795,24,9,2014-07-22 09:20:02.311000,1126,8.05,27.8205128205,36.0,434,1015.92,Fair,9.99,1406020802000,34,53ce2ccb5237bc334dbb0fe7,22,20,1
1990,7,72.8205128205,25,9,2014-07-22 09:30:02.472000,1136,4.83,27.1794871795,36.0,424,1015.92,Fair,9.99,1406021402000,34,53ce2f245237bc336720566f,22,30,1
1975,7,73.7820512821,25,9,2014-07-22 09:40:02.546000,1151,4.83,26.2179487179,36.0,409,1015.92,Fair,9.99,1406022002000,34,53ce317b5237bc338a109bb5,22,40,1
1961,7,74.6794871795,25,9,2014-07-22 09:50:02.417000,1165,4.83,25.3205128205,36.0,395,1015.92,Fair,9.99,1406022602000,34,53ce33d45237bc33a3bce31d,22,50,1
1980,7,73.4615384615,26,10,2014-07-22 10:00:02.650000,1146,3.22,26.5384615385,32.0,414,1015.92,Fair,9.99,1406023202000,34,53ce362c5237bc33bfa8f0e1,22,0,1
1973,7,73.9102564103,26,10,2014-07-22 10:10:02.402000,1153,3.22,26.0897435897,32.0,407,1015.92,Fair,9.99,1406023802000,34,53ce38845237bc33e6bdc259,22,10,1
1949,7,75.4487179487,26,10,2014-07-22 10:20:02.121000,1177,3.22,24.5512820513,32.0,383,1015.92,Fair,9.99,1406024402000,34,53ce3adb5237bc340348f64a,22,20,1
1947,7,75.5769230769,27,10,2014-07-22 10:30:01.979000,1179,4.83,24.4230769231,30.0,381,1015.92,Fair,9.99,1406025001000,34,53ce3d335237bc341f8ae1a9,22,30,1
1947,7,75.5769230769,27,10,2014-07-22 10:40:02.384000,1179,4.83,24.4230769231,30.0,381,1015.92,Fair,9.99,1406025602000,34,53ce3f8c5237bc3441d16551,22,40,1
1962,7,74.6153846154,27,10,2014-07-22 10:50:01.812000,1164,4.83,25.3846153846,30.0,396,1015.92,Fair,9.99,1406026201000,34,53ce41e35237bc345b75ef02,22,50,1
1945,7,75.7051282051,28,11,2014-07-22 11:00:02.655000,1181,3.22,24.2948717949,30.0,379,1015.92,Fair,9.99,1406026802000,34,53ce443c5237bc347944a875,22,0,1
1948,7,75.5128205128,28,11,2014-07-22 11:10:01.793000,1178,3.22,24.4871794872,30.0,382,1015.92,Fair,9.99,1406027401000,34,53ce46935237bc34a0bd43e0,22,10,1
1940,7,76.0256410256,29,11,2014-07-22 11:20:01.862000,1186,1.61,23.9743589744,27.0,374,1015.92,Fair,9.99,1406028001000,34,53ce48eb5237bc34bcf0f88c,22,20,1
1893,7,79.0384615385,29,11,2014-07-22 11:30:01.745000,1233,1.61,20.9615384615,27.0,327,1015.92,Fair,9.99,1406028601000,34,53ce4b435237bc34d468f28d,22,30,1
1921,7,77.2435897436,29,11,2014-07-22 11:40:02.379000,1205,1.61,22.7564102564,27.0,355,1015.92,Fair,9.99,1406029202000,34,53ce4da15237bc34f7eab518,22,40,1
1939,7,76.0897435897,29,11,2014-07-22 11:50:01.737000,1187,1.61,23.9102564103,27.0,373,1015.92,Fair,9.99,1406029801000,34,53ce4ff35237bc3511bb1c87,22,50,1
1933,7,76.4743589744,30,12,2014-07-22 12:00:02.160000,1193,4.83,23.5256410256,23.0,367,1015.92,Fair,9.99,1406030402000,34,53ce524b5237bc3537ac2b83,22,0,1
