freeSpaces,month,freeBikesRate,temperature,hour,datetime,freeBikes,windSpeed,occupyBikesRate,humidity,occupyBikes,pressure,weatherText,visibility,dateMilliseconds,weatherCode,_id,day,minute,weekday
1976,7,73.7179487179,27,10,2014-07-15 10:10:01.668000,1150,3.22,26.2820512821,42,410,1015.92,Fair,9.99,1405419001000,34,53c4fe035237bc7a53564996,15,10,1
1968,7,74.2307692308,27,10,2014-07-15 10:20:01.817000,1158,3.22,25.7692307692,42.0,402,1015.92,Fair,9.99,1405419601000,34,53c5005c5237bc7b29f98d74,15,20,1
1966,7,74.358974359,28,10,2014-07-15 10:30:02.298000,1160,3.22,25.641025641,42.0,400,1015.92,Fair,9.99,1405420202000,34,53c502b45237bc7b4057ae8b,15,30,1
1956,7,75.0,28,10,2014-07-15 10:40:01.977000,1170,3.22,25.0,42.0,390,1015.92,Fair,9.99,1405420801000,34,53c5050b5237bc7b752cfa36,15,40,1
1951,7,75.3205128205,28,10,2014-07-15 10:50:02.374000,1175,3.22,24.6794871795,42.0,385,1015.92,Fair,9.99,1405421402000,34,53c507645237bc7c1e4be860,15,50,1
1956,7,75.0,29,11,2014-07-15 11:00:02.513000,1170,3.22,25.0,40.0,390,1015.92,Fair,9.99,1405422002000,34,53c509bb5237bc7cce92e4ea,15,0,1
1962,7,74.6153846154,29,11,2014-07-15 11:10:02.259000,1164,3.22,25.3846153846,40.0,396,1015.92,Fair,9.99,1405422602000,34,53c50c135237bc7d6aa2d32c,15,10,1
1979,7,73.5256410256,29,11,2014-07-15 11:20:01.767000,1147,3.22,26.4743589744,40.0,413,1015.92,Fair,9.99,1405423201000,34,53c50e6c5237bc7e26eace21,15,20,1
1986,7,73.0769230769,30,11,2014-07-15 11:30:02.489000,1140,8.05,26.9230769231,37.0,420,1015.92,Fair,9.99,1405423802000,34,53c510c45237bc7ed9ccc17c,15,30,1
1966,7,74.358974359,30,11,2014-07-15 11:40:02.260000,1160,8.05,25.641025641,37.0,400,1015.92,Fair,9.99,1405424402000,34,53c5131c5237bc7f8ffa0cbe,15,40,1
1969,7,74.1666666667,30,11,2014-07-15 11:50:02.071000,1157,8.05,25.8333333333,37.0,403,1015.92,Fair,9.99,1405425002000,34,53c515765237bc015bcc419f,15,50,1
1961,7,74.6794871795,30,12,2014-07-15 12:00:01.776000,1165,8.05,25.3205128205,35.0,395,1015.92,Fair,9.99,1405425601000,34,53c517cc5237bc021cff1a36,15,0,1
1957,7,74.9358974359,30,12,2014-07-15 12:10:02.209000,1169,8.05,25.0641025641,35.0,391,1015.92,Fair,9.99,1405426202000,34,53c51a235237bc02cfddf54b,15,10,1
1971,7,74.0384615385,30,12,2014-07-15 12:20:02.275000,1155,8.05,25.9615384615,35.0,405,1015.92,Fair,9.99,1405426802000,34,53c51c7b5237bc038166483d,15,20,1
1979,7,73.5256410256,32,12,2014-07-15 12:30:01.684000,1147,8.05,26.4743589744,31.0,413,1015.92,Fair,9.99,1405427401000,34,53c51ed35237bc042fd5125b,15,30,1
1973,7,73.9102564103,32,12,2014-07-15 12:40:02.601000,1153,8.05,26.0897435897,31.0,407,1015.92,Fair,9.99,1405428002000,34,53c5212c5237bc04f5069dcf,15,40,1
1963,7,74.5512820513,32,12,2014-07-15 12:50:01.692000,1163,8.05,25.4487179487,31.0,397,1015.92,Fair,9.99,1405428601000,34,53c523835237bc05ae8d8c1b,15,50,1
1952,7,75.2564102564,33,13,2014-07-15 13:00:02.199000,1174,8.05,24.7435897436,28.0,386,1015.92,Fair,9.99,1405429202000,34,53c525dc5237bc065c75cf98,15,0,1
1948,7,75.5128205128,33,13,2014-07-15 13:10:01.639000,1178,8.05,24.4871794872,28.0,382,1015.92,Fair,9.99,1405429801000,34,53c528335237bc07056f0b97,15,10,1
1952,7,75.2564102564,33,13,2014-07-15 13:20:01.752000,1174,8.05,24.7435897436,28.0,386,1015.92,Fair,9.99,1405430401000,34,53c52a8b5237bc07a9c26af1,15,20,1
1951,7,75.3205128205,33,13,2014-07-15 13:30:01.637000,1175,8.05,24.6794871795,28.0,385,1015.92,Fair,9.99,1405431001000,34,53c52ce35237bc0848cfb936,15,30,1
1934,7,76.4102564103,33,13,2014-07-15 13:40:02.175000,1192,8.05,23.5897435897,26.0,368,1015.92,Fair,9.99,1405431602000,34,53c52f3b5237bc08f3150113,15,40,1
1945,7,75.7051282051,33,13,2014-07-15 13:50:02.399000,1181,8.05,24.2948717949,26.0,379,1015.92,Fair,9.99,1405432202000,34,53c531945237bc0997036891,15,50,1
1938,7,76.1538461538,35,14,2014-07-15 14:00:02.011000,1188,11.27,23.8461538462,19.0,372,1015.92,Partly Cloudy,9.99,1405432802000,30,53c533ed5237bc0a5015b349,15,0,1
1932,7,76.5384615385,35,14,2014-07-15 14:10:02.314000,1194,11.27,23.4615384615,19.0,366,1015.92,Partly Cloudy,9.99,1405433402000,30,53c536455237bc0aef142f4e,15,10,1
1932,7,76.5384615385,35,14,2014-07-15 14:20:01.665000,1194,11.27,23.4615384615,19.0,366,1015.92,Partly Cloudy,9.99,1405434001000,30,53c538a15237bc0b6ae8a8c1,15,20,1
1935,7,76.3461538462,35,14,2014-07-15 14:30:01.632000,1191,19.31,23.6538461538,18.0,369,1015.92,Partly Cloudy,9.99,1405434601000,30,53c53af35237bc0c037a2fc8,15,30,1
1944,7,75.7692307692,35,14,2014-07-15 14:40:01.683000,1182,19.31,24.2307692308,18.0,378,1015.92,Partly Cloudy,9.99,1405435201000,30,53c53d4b5237bc0ca308e589,15,40,1
1970,7,74.1025641026,35,14,2014-07-15 14:50:01.635000,1156,19.31,25.8974358974,18.0,404,1015.92,Partly Cloudy,9.99,1405435801000,30,53c53fa35237bc0d26feefa8,15,50,1
1954,7,75.1282051282,35,15,2014-07-15 15:00:02.664000,1172,20.92,24.8717948718,18.0,388,1015.92,Partly Cloudy,9.99,1405436402000,30,53c542005237bc0dca55af7d,15,0,1
1956,7,75.0,35,15,2014-07-15 15:10:01.830000,1170,20.92,25.0,18.0,390,1015.92,Partly Cloudy,9.99,1405437001000,30,53c544545237bc0e72bc4d83,15,10,1
1946,7,75.641025641,35,15,2014-07-15 15:20:01.737000,1180,20.92,24.358974359,18.0,380,1015.92,Partly Cloudy,9.99,1405437601000,30,53c546ad5237bc0f218e63fb,15,20,1
1953,7,75.1923076923,35,15,2014-07-15 15:30:02.404000,1173,20.92,24.8076923077,18.0,387,1015.92,Partly Cloudy,9.99,1405438202000,30,53c549045237bc0fc726ccbb,15,30,1
1954,7,75.1282051282,36,15,2014-07-15 15:40:02.346000,1172,14.48,24.8717948718,16.0,388,1015.92,Partly Cloudy,9.99,1405438802000,30,53c54b5c5237bc1063d4d90d,15,40,1
1954,7,75.1282051282,36,15,2014-07-15 15:50:02.421000,1172,14.48,24.8717948718,16.0,388,1015.92,Partly Cloudy,9.99,1405439402000,30,53c54db45237bc10f4a53347,15,50,1
1951,7,75.3205128205,36,16,2014-07-15 16:00:01.743000,1175,9.66,24.6794871795,17.0,385,1015.92,Partly Cloudy,9.99,1405440001000,30,53c5500b5237bc1193d16aa5,15,0,1
1959,7,74.8076923077,36,16,2014-07-15 16:10:02.480000,1167,9.66,25.1923076923,17.0,393,1015.92,Partly Cloudy,9.99,1405440602000,30,53c552645237bc124cf0ae5b,15,10,1
1969,7,74.1666666667,36,16,2014-07-15 16:20:01.806000,1157,9.66,25.8333333333,17.0,403,1015.92,Partly Cloudy,9.99,1405441201000,30,53c554bc5237bc12f35b6afa,15,20,1
1978,7,73.5897435897,36,16,2014-07-15 16:30:02.101000,1148,11.27,26.4102564103,14.0,412,1015.92,Partly Cloudy,9.99,1405441802000,30,53c5571b5237bc139a0e7f81,15,30,1
1960,7,74.7435897436,36,16,2014-07-15 16:40:01.919000,1166,11.27,25.2564102564,14.0,394,1015.92,Partly Cloudy,9.99,1405442401000,30,53c5596b5237bc1425d949a8,15,40,1
1968,7,74.2307692308,36,16,2014-07-15 16:50:02.307000,1158,11.27,25.7692307692,14.0,402,1015.92,Partly Cloudy,9.99,1405443002000,30,53c55bc45237bc14c004fa00,15,50,1
1961,7,74.6794871795,36,17,2014-07-15 17:00:02.519000,1165,19.31,25.3205128205,15.0,395,1015.92,Partly Cloudy,9.99,1405443602000,30,53c55e1c5237bc155ffa526b,15,0,1
1967,7,74.2948717949,36,17,2014-07-15 17:10:02.397000,1159,19.31,25.7051282051,15.0,401,1015.92,Partly Cloudy,9.99,1405444202000,30,53c560755237bc158178ecdf,15,10,1
1978,7,73.5897435897,36,17,2014-07-15 17:20:02.431000,1148,19.31,26.4102564103,15.0,412,1015.92,Partly Cloudy,9.99,1405444802000,30,53c562cd5237bc15bdbd9a97,15,20,1
1989,7,72.8846153846,36,17,2014-07-15 17:30:02.578000,1137,14.48,27.1153846154,14.0,423,1015.92,Partly Cloudy,9.99,1405445402000,30,53c565255237bc15d622654d,15,30,1
1995,7,72.5,36,17,2014-07-15 17:40:02.450000,1131,14.48,27.5,14.0,429,1015.92,Partly Cloudy,9.99,1405446002000,30,53c5677d5237bc15ee6da0e7,15,40,1
2009,7,71.6025641026,36,17,2014-07-15 17:50:02.509000,1117,14.48,28.3974358974,14.0,443,1015.92,Partly Cloudy,9.99,1405446602000,30,53c569d55237bc1612e6c052,15,50,1
2012,7,71.4102564103,36,18,2014-07-15 18:00:02.177000,1114,14.48,28.5897435897,14.0,446,1015.92,Partly Cloudy,9.99,1405447202000,30,53c56c2d5237bc162e8fb348,15,0,1
2001,7,72.1153846154,36,18,2014-07-15 18:10:01.704000,1125,14.48,27.8846153846,14.0,435,1015.92,Partly Cloudy,9.99,1405447801000,30,53c56e845237bc164b7b092f,15,10,1
2002,7,72.0512820513,36,18,2014-07-15 18:20:02.425000,1124,14.48,27.9487179487,14.0,436,1015.92,Partly Cloudy,9.99,1405448402000,30,53c570dd5237bc1671493ed2,15,20,1
1980,7,73.4615384615,36,18,2014-07-15 18:30:02.211000,1146,14.48,26.5384615385,14.0,414,1015.92,Partly Cloudy,9.99,1405449002000,30,53c573355237bc168ad23f34,15,30,1
1994,7,72.5641025641,36,18,2014-07-15 18:40:01.643000,1132,14.48,27.4358974359,13.0,428,1015.92,Partly Cloudy,9.99,1405449601000,30,53c575945237bc16ad394613,15,40,1
2003,7,71.9871794872,36,18,2014-07-15 18:50:02.142000,1123,14.48,28.0128205128,13.0,437,1015.92,Partly Cloudy,9.99,1405450202000,30,53c577ef5237bc16c6fecf1a,15,50,1
2017,7,71.0897435897,36,19,2014-07-15 19:00:01.956000,1109,12.87,28.9102564103,13.0,451,1015.92,Fair,9.99,1405450801000,34,53c57a3c5237bc16e206b7ef,15,0,1
2004,7,71.9230769231,36,19,2014-07-15 19:10:02.201000,1122,12.87,28.0769230769,13.0,438,1015.92,Fair,9.99,1405451402000,34,53c57c945237bc1709008114,15,10,1
2016,7,71.1538461538,36,19,2014-07-15 19:20:02.427000,1110,12.87,28.8461538462,13.0,450,1015.92,Fair,9.99,1405452002000,34,53c57eec5237bc1725cf806a,15,20,1
2017,7,71.0897435897,36,19,2014-07-15 19:30:02.165000,1109,12.87,28.9102564103,13.0,451,1015.92,Fair,9.99,1405452602000,34,53c581455237bc173e7d7f76,15,30,1
2009,7,71.6025641026,35,19,2014-07-15 19:40:01.686000,1117,11.27,28.3974358974,13.0,443,1015.92,Fair,9.99,1405453201000,34,53c5839c5237bc1761d56be0,15,40,1
1999,7,72.2435897436,35,19,2014-07-15 19:50:01.740000,1127,11.27,27.7564102564,13.0,433,1015.92,Fair,9.99,1405453801000,34,53c585f65237bc177ad8c6bf,15,50,1
1996,7,72.4358974359,35,20,2014-07-15 20:00:02.307000,1130,11.27,27.5641025641,13.0,430,1015.92,Fair,9.99,1405454402000,34,53c5884d5237bc17a0ea8e46,15,0,1
1994,7,72.5641025641,35,20,2014-07-15 20:10:01.820000,1132,9.66,27.4358974359,12.0,428,1015.92,Fair,9.99,1405455001000,34,53c58aa75237bc17bc2c2ab2,15,10,1
1989,7,72.8846153846,35,20,2014-07-15 20:20:02.285000,1137,9.66,27.1153846154,12.0,423,1015.92,Fair,9.99,1405455602000,34,53c58cfc5237bc17d956119c,15,20,1
1996,7,72.4358974359,34,20,2014-07-15 20:30:01.703000,1130,11.27,27.5641025641,14.0,430,1015.92,Fair,9.99,1405456201000,33,53c58f535237bc17fc2e4026,15,30,1
1995,7,72.5,34,20,2014-07-15 20:40:01.679000,1131,11.27,27.5,14.0,429,1015.92,Fair,9.99,1405456801000,33,53c591ac5237bc191ddbb18a,15,40,1
1980,7,73.4615384615,34,20,2014-07-15 20:50:02.431000,1146,11.27,26.5384615385,14.0,414,1015.92,Fair,9.99,1405457402000,33,53c594075237bc1935cbdc8a,15,50,1
1977,7,73.6538461538,33,21,2014-07-15 21:00:02.336000,1149,8.05,26.3461538462,16.0,411,1015.92,Fair,9.99,1405458002000,33,53c5965c5237bc195c15e5f6,15,0,1
1982,7,73.3333333333,33,21,2014-07-15 21:10:01.750000,1144,8.05,26.6666666667,16.0,416,1015.92,Fair,9.99,1405458601000,33,53c598be5237bc1979d33333,15,10,1
1986,7,73.0769230769,33,21,2014-07-15 21:20:01.777000,1140,8.05,26.9230769231,16.0,420,1015.92,Fair,9.99,1405459201000,33,53c59b0d5237bc1995a27ab2,15,20,1
1977,7,73.6538461538,33,21,2014-07-15 21:30:01.721000,1149,9.66,26.3461538462,16.0,411,1015.92,Fair,9.99,1405459801000,33,53c59d635237bc19b85ea1fc,15,30,1
1974,7,73.8461538462,33,21,2014-07-15 21:40:02.487000,1152,9.66,26.1538461538,16.0,408,1015.92,Fair,9.99,1405460402000,33,53c59fbc5237bc19d16259a0,15,40,1
1963,7,74.5512820513,33,21,2014-07-15 21:50:01.727000,1163,9.66,25.4487179487,16.0,397,1015.92,Fair,9.99,1405461001000,33,53c5a2135237bc19f4015a33,15,50,1
1964,7,74.4871794872,28,22,2014-07-15 22:00:01.953000,1162,1.61,25.5128205128,21.0,398,1015.92,Fair,9.99,1405461601000,33,53c5a46b5237bc1a125607e8,15,0,1
1956,7,75.0,28,22,2014-07-15 22:10:02.399000,1170,1.61,25.0,21.0,390,1015.92,Fair,9.99,1405462202000,33,53c5a6c65237bc1a2ea58f71,15,10,1
1957,7,74.9358974359,28,22,2014-07-15 22:20:02.112000,1169,1.61,25.0641025641,21.0,391,1015.92,Fair,9.99,1405462802000,33,53c5a91d5237bc1a54f116f4,15,20,1
1960,7,74.7435897436,29,22,2014-07-15 22:30:01.836000,1166,3.22,25.2564102564,22.0,394,1015.92,Fair,9.99,1405463401000,33,53c5ab745237bc1a6eb0a4b4,15,30,1
1954,7,75.1282051282,29,22,2014-07-15 22:40:02.294000,1172,3.22,24.8717948718,22.0,388,1015.92,Fair,9.99,1405464002000,33,53c5adcd5237bc1a872c438e,15,40,1
1950,7,75.3846153846,29,22,2014-07-15 22:50:01.799000,1176,3.22,24.6153846154,22.0,384,1015.92,Fair,9.99,1405464601000,33,53c5b0235237bc1aaa10cf47,15,50,1
1953,7,75.1923076923,27,23,2014-07-15 23:00:02.564000,1173,0.0,24.8076923077,24.0,387,1015.92,Fair,9.99,1405465202000,33,53c5b27c5237bc1ac6253095,15,0,1
1961,7,74.6794871795,27,23,2014-07-15 23:10:02.277000,1165,0.0,25.3205128205,24.0,395,1015.92,Fair,9.99,1405465802000,33,53c5b4d35237bc1aec693922,15,10,1
1968,7,74.2307692308,27,23,2014-07-15 23:20:02.471000,1158,0.0,25.7692307692,24.0,402,1015.92,Fair,9.99,1405466402000,33,53c5b72c5237bc1b0871da29,15,20,1
1962,7,74.6153846154,26,23,2014-07-15 23:30:02.008000,1164,0.0,25.3846153846,26.0,396,1015.92,Fair,9.99,1405467002000,33,53c5b98e5237bc1b229f7776,15,30,1
1945,7,75.7051282051,26,23,2014-07-15 23:40:02.112000,1181,0.0,24.2948717949,26.0,379,1015.92,Fair,9.99,1405467602000,33,53c5bbdb5237bc1b45b31a58,15,40,1
1947,7,75.5769230769,26,23,2014-07-15 23:50:02.175000,1179,0.0,24.4230769231,26.0,381,1015.92,Fair,9.99,1405468202000,33,53c5be345237bc1b5dd7e01d,15,50,1
1941,7,75.9615384615,25,0,2014-07-16 00:00:02.450000,1185,3.22,24.0384615385,29.0,375,1015.92,Fair,9.99,1405468802000,33,53c5c08c5237bc1b7a2c8fc6,16,0,2
1939,7,76.0897435897,25,0,2014-07-16 00:10:02.427000,1187,3.22,23.9102564103,29.0,373,1015.92,Fair,9.99,1405469402000,33,53c5c2e35237bc1ba1dc3432,16,10,2
1936,7,76.2820512821,25,0,2014-07-16 00:20:01.643000,1190,3.22,23.7179487179,29.0,370,1015.92,Fair,9.99,1405470001000,33,53c5c53b5237bc1bbdd9532f,16,20,2
1936,7,76.2820512821,24,0,2014-07-16 00:30:02.216000,1190,0.0,23.7179487179,31.0,370,1015.92,Fair,9.99,1405470602000,33,53c5c7935237bc1bd54762fc,16,30,2
1935,7,76.3461538462,24,0,2014-07-16 00:40:02.196000,1191,0.0,23.6538461538,31.0,369,1015.92,Fair,9.99,1405471202000,33,53c5c9ec5237bc1bfab764f8,16,40,2
1940,7,76.0256410256,24,0,2014-07-16 00:50:02.298000,1186,0.0,23.9743589744,31.0,374,1015.92,Fair,9.99,1405471802000,33,53c5cc485237bc1c134cb8b5,16,50,2
1941,7,75.9615384615,24,1,2014-07-16 01:00:02.002000,1185,4.83,24.0384615385,31.0,375,1015.92,Fair,9.99,1405472402000,33,53c5ce9b5237bc1c2fa2dda7,16,0,2
1948,7,75.5128205128,24,1,2014-07-16 01:10:01.727000,1178,4.83,24.4871794872,31.0,382,1015.92,Fair,9.99,1405473001000,33,53c5d0f35237bc1c55d43b30,16,10,2
1947,7,75.5769230769,24,1,2014-07-16 01:20:01.624000,1179,4.83,24.4230769231,31.0,381,1015.92,Fair,9.99,1405473601000,33,53c5d34b5237bc1c8abdff66,16,20,2
1938,7,76.1538461538,24,1,2014-07-16 01:30:01.713000,1188,4.83,23.8461538462,31.0,372,1015.92,Fair,9.99,1405474201000,33,53c5d5a35237bc1ca3f35802,16,30,2
1943,7,75.8333333333,22,1,2014-07-16 01:40:02.468000,1183,4.83,24.1666666667,35.0,377,1015.92,Fair,9.99,1405474802000,33,53c5d8025237bc1cc64c9742,16,40,2
1944,7,75.7692307692,22,1,2014-07-16 01:50:01.841000,1182,4.83,24.2307692308,35.0,378,1015.92,Fair,9.99,1405475401000,33,53c5da535237bc1cdfd95f7f,16,50,2
1943,7,75.8333333333,22,2,2014-07-16 02:00:02.158000,1183,4.83,24.1666666667,35.0,377,1015.92,Fair,9.99,1405476002000,33,53c5dcab5237bc1cfbce4bbb,16,0,2
1934,7,76.4102564103,24,2,2014-07-16 02:10:01.759000,1192,4.83,23.5897435897,38.0,368,1015.92,Fair,9.99,1405476601000,33,53c5df035237bc1d22a31018,16,10,2
1932,7,76.5384615385,24,2,2014-07-16 02:20:02.353000,1194,4.83,23.4615384615,38.0,366,1015.92,Fair,9.99,1405477202000,33,53c5e15c5237bc1d3e736187,16,20,2
1934,7,76.4102564103,23,2,2014-07-16 02:30:01.675000,1192,4.83,23.5897435897,44.0,368,1015.92,Fair,9.99,1405477801000,33,53c5e3b35237bc1d576b6bc1,16,30,2
1937,7,76.2179487179,23,2,2014-07-16 02:40:01.719000,1189,4.83,23.7820512821,44.0,371,1015.92,Fair,9.99,1405478401000,33,53c5e60d5237bc1d7a21c8f3,16,40,2
1935,7,76.3461538462,23,2,2014-07-16 02:50:02.502000,1191,4.83,23.6538461538,44.0,369,1015.92,Fair,9.99,1405479002000,33,53c5e8645237bc1d93f7abad,16,50,2
1939,7,76.0897435897,23,3,2014-07-16 03:00:02.632000,1187,1.61,23.9102564103,38.0,373,1015.92,Fair,9.99,1405479602000,33,53c5eabc5237bc1db9c57f94,16,0,2
1941,7,75.9615384615,23,3,2014-07-16 03:10:02.603000,1185,1.61,24.0384615385,38.0,375,1015.92,Fair,9.99,1405480202000,33,53c5ed205237bc1dd564e30c,16,10,2
1940,7,76.0256410256,23,3,2014-07-16 03:20:02.065000,1186,1.61,23.9743589744,38.0,374,1015.92,Fair,9.99,1405480802000,33,53c5ef6c5237bc1df187621d,16,20,2
1939,7,76.0897435897,23,3,2014-07-16 03:30:01.790000,1187,1.61,23.9102564103,38.0,373,1015.92,Fair,9.99,1405481401000,33,53c5f1c35237bc1e15e9f5e0,16,30,2
1935,7,76.3461538462,22,3,2014-07-16 03:40:02.425000,1191,4.83,23.6538461538,43.0,369,1015.92,Fair,9.99,1405482002000,33,53c5f4205237bc1e2ec3a5b6,16,40,2
1934,7,76.4102564103,22,3,2014-07-16 03:50:01.916000,1192,4.83,23.5897435897,43.0,368,1015.92,Fair,9.99,1405482601000,33,53c5f6785237bc1e51d45ea6,16,50,2
1933,7,76.4743589744,22,4,2014-07-16 04:00:02.022000,1193,4.83,23.5256410256,43.0,367,1015.92,Fair,9.99,1405483202000,33,53c5f8cb5237bc1e6d779a45,16,0,2
1933,7,76.4743589744,22,4,2014-07-16 04:10:01.859000,1193,3.22,23.5256410256,46.0,367,1015.92,Fair,9.99,1405483801000,33,53c5fb235237bc1e8ab9d288,16,10,2
1935,7,76.3461538462,22,4,2014-07-16 04:20:01.860000,1191,3.22,23.6538461538,46.0,369,1015.92,Fair,9.99,1405484401000,33,53c5fd7c5237bc1eb07ca28f,16,20,2
1937,7,76.2179487179,22,4,2014-07-16 04:30:02.486000,1189,9.66,23.7820512821,46.0,371,1015.92,Fair,9.99,1405485002000,33,53c5ffd55237bc1ec91cb775,16,30,2
1937,7,76.2179487179,22,4,2014-07-16 04:40:02.332000,1189,9.66,23.7820512821,46.0,371,1015.92,Fair,9.99,1405485602000,33,53c6022b5237bc1eeb33010f,16,40,2
1939,7,76.0897435897,22,4,2014-07-16 04:50:02.209000,1187,9.66,23.9102564103,46.0,373,1015.92,Fair,9.99,1405486202000,33,53c6048c5237bc1f04f129bc,16,50,2
1954,7,75.1282051282,21,5,2014-07-16 05:00:02.710000,1172,3.22,24.8717948718,49.0,388,1015.92,Fair,9.99,1405486802000,33,53c606dc5237bc1f213395af,16,0,2
1978,7,73.5897435897,21,5,2014-07-16 05:10:01.866000,1148,3.22,26.4102564103,49.0,412,1015.92,Fair,9.99,1405487401000,33,53c609335237bc1f48f5fae1,16,10,2
1981,7,73.3974358974,21,5,2014-07-16 05:20:01.815000,1145,3.22,26.6025641026,49.0,415,1015.92,Fair,9.99,1405488001000,33,53c60b8b5237bc1f64bd6c5b,16,20,2
1970,7,74.1025641026,21,5,2014-07-16 05:30:02.254000,1156,0.0,25.8974358974,53.0,404,1015.92,Fair,9.99,1405488602000,34,53c60de45237bc1f7d91dfe7,16,30,2
1969,7,74.1666666667,21,5,2014-07-16 05:40:01.747000,1157,0.0,25.8333333333,53.0,403,1015.92,Fair,9.99,1405489201000,34,53c6103b5237bc1fa02a174c,16,40,2
1976,7,73.7179487179,21,5,2014-07-16 05:50:02.591000,1150,0.0,26.2820512821,53.0,410,1015.92,Fair,9.99,1405489802000,34,53c612945237bc1fb9af2819,16,50,2
1987,7,73.0128205128,20,6,2014-07-16 06:00:01.805000,1139,1.61,26.9871794872,56.0,421,1015.92,Fair,9.99,1405490401000,34,53c614eb5237bc1fdf8ea73a,16,0,2
1995,7,72.5,20,6,2014-07-16 06:10:01.788000,1131,1.61,27.5,56.0,429,1015.92,Fair,9.99,1405491001000,34,53c617435237bc1ffcf8bba4,16,10,2
1998,7,72.3076923077,20,6,2014-07-16 06:20:01.730000,1128,1.61,27.6923076923,56.0,432,1015.92,Fair,9.99,1405491601000,34,53c6199b5237bc2018b367ca,16,20,2
1987,7,73.0128205128,21,6,2014-07-16 06:30:02.203000,1139,0.0,26.9871794872,53.0,421,1015.92,Fair,9.99,1405492202000,34,53c61bf45237bc206301282a,16,30,2
1988,7,72.9487179487,21,6,2014-07-16 06:40:08.571000,1138,0.0,27.0512820513,53.0,422,1015.92,Fair,9.99,1405492808000,34,53c61e5d5237bc211596e276,16,40,2
1996,7,72.4358974359,21,6,2014-07-16 06:50:01.634000,1130,0.0,27.5641025641,53.0,430,1015.92,Fair,9.99,1405493401000,34,53c620a45237bc212fbe8673,16,50,2
1988,7,72.9487179487,23,7,2014-07-16 07:00:02.533000,1138,0.0,27.0512820513,50.0,422,1015.92,Fair,9.99,1405494002000,34,53c622fc5237bc2155db16e2,16,0,2
1994,7,72.5641025641,23,7,2014-07-16 07:10:02.467000,1132,0.0,27.4358974359,50.0,428,1015.92,Fair,9.99,1405494602000,34,53c625545237bc2172d5727f,16,10,2
1994,7,72.5641025641,23,7,2014-07-16 07:20:01.824000,1132,0.0,27.4358974359,50.0,428,1015.92,Fair,9.99,1405495201000,34,53c627ab5237bc2198f68054,16,20,2
1991,7,72.7564102564,23,7,2014-07-16 07:30:02.449000,1135,0.0,27.2435897436,50.0,425,1015.92,Fair,9.99,1405495802000,34,53c62a035237bc21b17b297b,16,30,2
1980,7,73.4615384615,24,7,2014-07-16 07:40:01.841000,1146,1.61,26.5384615385,47.0,414,1015.92,Fair,9.99,1405496401000,34,53c62c5b5237bc21d41b8562,16,40,2
1992,7,72.6923076923,24,7,2014-07-16 07:50:02.057000,1134,1.61,27.3076923077,47.0,426,1015.92,Fair,9.99,1405497002000,34,53c62eb35237bc21eda1e530,16,50,2
1999,7,72.2435897436,24,8,2014-07-16 08:00:02.207000,1127,1.61,27.7564102564,47.0,433,1015.92,Fair,9.99,1405497602000,34,53c6310d5237bc2209fa49c3,16,0,2
1988,7,72.9487179487,25,8,2014-07-16 08:10:02.473000,1138,3.22,27.0512820513,44.0,422,1015.92,Fair,9.99,1405498202000,34,53c633655237bc223075feba,16,10,2
1984,7,73.2051282051,25,8,2014-07-16 08:20:02.375000,1142,3.22,26.7948717949,44.0,418,1015.92,Fair,9.99,1405498802000,34,53c635bb5237bc22d2aa2f11,16,20,2
1967,7,74.2948717949,26,8,2014-07-16 08:30:01.703000,1159,4.83,25.7051282051,47.0,401,1015.92,Fair,9.99,1405499401000,34,53c638145237bc22f53b2353,16,30,2
1979,7,73.5256410256,26,8,2014-07-16 08:40:02.300000,1147,4.83,26.4743589744,47.0,413,1015.92,Fair,9.99,1405500002000,34,53c63a6c5237bc230ea15632,16,40,2
1990,7,72.8205128205,26,8,2014-07-16 08:50:01.821000,1136,4.83,27.1794871795,47.0,424,1015.92,Fair,9.99,1405500601000,34,53c63ccf5237bc2331b4942d,16,50,2
1972,7,73.9743589744,26,9,2014-07-16 09:00:02.516000,1154,4.83,26.0256410256,47.0,406,1015.92,Fair,9.99,1405501202000,34,53c63f1b5237bc234d3a26fa,16,0,2
1977,7,73.6538461538,27,9,2014-07-16 09:10:01.970000,1149,4.83,26.3461538462,42.0,411,1015.92,Fair,9.99,1405501801000,34,53c641795237bc236afad891,16,10,2
1965,7,74.4230769231,27,9,2014-07-16 09:20:02.032000,1161,4.83,25.5769230769,42.0,399,1015.92,Fair,9.99,1405502402000,34,53c643cb5237bc23908897f0,16,20,2
1965,7,74.4230769231,27,9,2014-07-16 09:30:02.148000,1161,4.83,25.5769230769,42.0,399,1015.92,Fair,9.99,1405503002000,34,53c646245237bc23a9fd047c,16,30,2
1957,7,74.9358974359,28,9,2014-07-16 09:40:02.048000,1169,8.05,25.0641025641,39.0,391,1015.92,Fair,9.99,1405503602000,34,53c648875237bc23ccfa677e,16,40,2
1969,7,74.1666666667,28,9,2014-07-16 09:50:01.649000,1157,8.05,25.8333333333,39.0,403,1015.92,Fair,9.99,1405504201000,34,53c64ad35237bc23e5fad78a,16,50,2
1979,7,73.5256410256,29,10,2014-07-16 10:00:01.935000,1147,8.05,26.4743589744,40.0,413,1015.92,Fair,9.99,1405504801000,34,53c64d2b5237bc24002569ee,16,0,2
